audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD1660,TRIP029,2024-02-06 08:45:30,90,70.2,conversation,0
AUD1661,TRIP029,2024-02-06 08:46:00,120,68.3,conversation,0
AUD1662,TRIP029,2024-02-06 08:46:30,150,77.4,loud,0
AUD1663,TRIP029,2024-02-06 08:47:00,180,70.1,conversation,0
AUD1664,TRIP029,2024-02-06 08:47:30,210,74.0,loud,0
AUD1665,TRIP029,2024-02-06 08:48:00,240,76.6,loud,0
AUD1666,TRIP029,2024-02-06 08:48:30,270,80.6,loud,0
AUD1667,TRIP029,2024-02-06 08:49:00,300,70.6,conversation,0
AUD1668,TRIP029,2024-02-06 08:49:30,330,77.0,loud,0
AUD1669,TRIP029,2024-02-06 08:50:00,360,74.8,loud,0
AUD1670,TRIP029,2024-02-06 08:50:30,390,69.4,conversation,0
AUD1671,TRIP029,2024-02-06 08:51:00,420,62.5,normal,0
AUD1672,TRIP029,2024-02-06 08:51:30,450,71.6,conversation,0
AUD1673,TRIP029,2024-02-06 08:52:00,480,61.0,normal,0
AUD1674,TRIP029,2024-02-06 08:52:30,510,61.8,normal,0
AUD1675,TRIP029,2024-02-06 08:53:00,540,68.6,conversation,0
AUD1676,TRIP029,2024-02-06 08:53:30,570,64.3,normal,0
AUD1677,TRIP029,2024-02-06 08:54:00,600,71.6,conversation,0
AUD1678,TRIP029,2024-02-06 08:54:30,630,69.4,conversation,0
AUD1679,TRIP029,2024-02-06 08:55:00,660,56.8,quiet,0
AUD1680,TRIP029,2024-02-06 08:55:30,690,59.0,normal,0
AUD1681,TRIP029,2024-02-06 08:56:00,720,51.9,quiet,0
AUD1682,TRIP029,2024-02-06 08:56:30,750,59.7,normal,0
AUD1683,TRIP029,2024-02-06 08:57:00,780,59.9,normal,0
AUD1684,TRIP029,2024-02-06 08:57:30,810,94.5,argument,30
AUD1685,TRIP029,2024-02-06 08:58:00,840,66.7,conversation,0
AUD1686,TRIP029,2024-02-06 08:58:30,870,72.8,loud,0
AUD1687,TRIP029,2024-02-06 08:59:00,900,76.6,loud,0
AUD1688,TRIP029,2024-02-06 08:59:30,930,68.9,conversation,0
AUD1689,TRIP029,2024-02-06 09:00:00,960,65.8,conversation,0
AUD1690,TRIP029,2024-02-06 09:00:30,990,67.3,conversation,0
AUD1691,TRIP029,2024-02-06 09:01:00,1020,70.7,conversation,0
AUD1692,TRIP029,2024-02-06 09:01:30,1050,68.0,conversation,0
AUD1693,TRIP029,2024-02-06 09:02:00,1080,74.8,loud,0
AUD1694,TRIP029,2024-02-06 09:02:30,1110,78.6,loud,0
AUD1695,TRIP029,2024-02-06 09:03:00,1140,68.8,conversation,0
AUD1696,TRIP029,2024-02-06 09:03:30,1170,64.2,normal,0
AUD1697,TRIP029,2024-02-06 09:04:00,1200,67.3,conversation,0
AUD1698,TRIP029,2024-02-06 09:04:30,1230,67.1,conversation,0
AUD1699,TRIP029,2024-02-06 09:05:00,1260,65.8,conversation,0
AUD1700,TRIP029,2024-02-06 09:05:30,1290,61.6,normal,0
AUD1701,TRIP029,2024-02-06 09:06:00,1320,61.9,normal,0
AUD1702,TRIP029,2024-02-06 09:06:30,1350,62.0,normal,0
AUD1703,TRIP029,2024-02-06 09:07:00,1380,71.0,conversation,0
AUD1704,TRIP029,2024-02-06 09:07:30,1410,73.7,loud,0
AUD1705,TRIP029,2024-02-06 09:08:00,1440,71.6,conversation,0
AUD1706,TRIP029,2024-02-06 09:08:30,1470,79.6,loud,0
AUD1707,TRIP029,2024-02-06 09:09:00,1500,70.3,conversation,0
AUD1708,TRIP029,2024-02-06 09:09:30,1530,64.2,normal,0
AUD1709,TRIP029,2024-02-06 09:10:00,1560,71.5,conversation,0
AUD1710,TRIP029,2024-02-06 09:10:30,1590,70.8,conversation,0
AUD1711,TRIP029,2024-02-06 09:11:00,1620,65.2,conversation,0
AUD1712,TRIP030,2024-02-06 09:14:00,0,58.7,normal,0
AUD1713,TRIP030,2024-02-06 09:14:30,30,59.2,normal,0
AUD1714,TRIP030,2024-02-06 09:15:00,60,59.3,normal,0
AUD1715,TRIP030,2024-02-06 09:15:30,90,57.8,quiet,0
AUD1716,TRIP030,2024-02-06 09:16:00,120,54.4,quiet,0
AUD1717,TRIP030,2024-02-06 09:16:30,150,55.3,quiet,0
AUD1718,TRIP030,2024-02-06 09:17:00,180,66.1,conversation,0
AUD1719,TRIP030,2024-02-06 09:17:30,210,61.2,normal,0
AUD1720,TRIP030,2024-02-06 09:18:00,240,71.2,conversation,0
AUD1721,TRIP030,2024-02-06 09:18:30,270,71.0,conversation,0
AUD1722,TRIP030,2024-02-06 09:19:00,300,60.2,normal,0
AUD1723,TRIP030,2024-02-06 09:19:30,330,69.6,conversation,0
AUD1724,TRIP030,2024-02-06 09:20:00,360,61.3,normal,0
AUD1725,TRIP030,2024-02-06 09:20:30,390,60.4,normal,0
AUD1726,TRIP030,2024-02-06 09:21:00,420,69.2,conversation,0
AUD1727,TRIP030,2024-02-06 09:21:30,450,62.1,normal,0
AUD1728,TRIP030,2024-02-06 09:22:00,480,71.8,conversation,0
AUD1729,TRIP030,2024-02-06 09:22:30,510,68.9,conversation,0
AUD1730,TRIP030,2024-02-06 09:23:00,540,62.9,normal,0
AUD1731,TRIP030,2024-02-06 09:23:30,570,90.5,argument,30
AUD1732,TRIP030,2024-02-06 09:24:00,600,68.4,conversation,0
AUD1733,TRIP030,2024-02-06 09:24:30,630,67.7,conversation,0
AUD1734,TRIP030,2024-02-06 09:25:00,660,70.7,conversation,0
AUD1735,TRIP030,2024-02-06 09:25:30,690,62.6,normal,0
AUD1736,TRIP030,2024-02-06 09:26:00,720,60.2,normal,0
AUD1737,TRIP030,2024-02-06 09:26:30,750,61.6,normal,0
AUD1738,TRIP030,2024-02-06 09:27:00,780,71.1,conversation,0
AUD1739,TRIP030,2024-02-06 09:27:30,810,69.5,conversation,0
AUD1740,TRIP030,2024-02-06 09:28:00,840,68.1,conversation,0
AUD1741,TRIP030,2024-02-06 09:28:30,870,63.8,normal,0
AUD1742,TRIP030,2024-02-06 09:29:00,900,65.9,conversation,0
AUD1743,TRIP030,2024-02-06 09:29:30,930,77.9,loud,0
AUD1744,TRIP030,2024-02-06 09:30:00,960,72.2,loud,0
AUD1745,TRIP030,2024-02-06 09:30:30,990,73.0,loud,0
AUD1746,TRIP030,2024-02-06 09:31:00,1020,74.8,loud,0
AUD1747,TRIP030,2024-02-06 09:31:30,1050,69.5,conversation,0
AUD1748,TRIP030,2024-02-06 09:32:00,1080,68.6,conversation,0
AUD1749,TRIP030,2024-02-06 09:32:30,1110,69.0,conversation,0
AUD1750,TRIP030,2024-02-06 09:33:00,1140,74.6,loud,0
AUD1751,TRIP030,2024-02-06 09:33:30,1170,63.5,normal,0
AUD1752,TRIP030,2024-02-06 09:34:00,1200,71.1,conversation,0
AUD1753,TRIP030,2024-02-06 09:34:30,1230,62.4,normal,0
AUD1754,TRIP030,2024-02-06 09:35:00,1260,61.0,normal,0
AUD1755,TRIP030,2024-02-06 09:35:30,1290,65.0,conversation,0
AUD1756,TRIP030,2024-02-06 09:36:00,1320,67.0,conversation,0
AUD1757,TRIP030,2024-02-06 09:36:30,1350,64.2,normal,0
AUD1758,TRIP030,2024-02-06 09:37:00,1380,70.0,conversation,0
AUD1759,TRIP030,2024-02-06 09:37:30,1410,60.0,normal,0
AUD1760,TRIP030,2024-02-06 09:38:00,1440,66.7,conversation,0
AUD1761,TRIP030,2024-02-06 09:38:30,1470,60.8,normal,0
AUD1762,TRIP030,2024-02-06 09:39:00,1500,71.4,conversation,0
AUD1763,TRIP030,2024-02-06 09:39:30,1530,61.9,normal,0
AUD1764,TRIP030,2024-02-06 09:40:00,1560,70.3,conversation,0
AUD1765,TRIP030,2024-02-06 09:40:30,1590,66.1,conversation,0
AUD1766,TRIP030,2024-02-06 09:41:00,1620,69.0,conversation,0
AUD1767,TRIP030,2024-02-06 09:41:30,1650,74.6,loud,0
AUD1768,TRIP030,2024-02-06 09:42:00,1680,75.5,loud,0
AUD1769,TRIP030,2024-02-06 09:42:30,1710,70.8,conversation,0
AUD1770,TRIP030,2024-02-06 09:43:00,1740,71.8,conversation,0
AUD1771,TRIP030,2024-02-06 09:43:30,1770,62.9,normal,0
AUD1772,TRIP030,2024-02-06 09:44:00,1800,62.5,normal,0
AUD1773,TRIP030,2024-02-06 09:44:30,1830,69.4,conversation,0
AUD1774,TRIP030,2024-02-06 09:45:00,1860,58.2,normal,0
AUD1775,TRIP030,2024-02-06 09:45:30,1890,71.6,conversation,0
AUD1776,TRIP030,2024-02-06 09:46:00,1920,66.7,conversation,0
AUD1777,TRIP030,2024-02-06 09:46:30,1950,69.8,conversation,0
AUD1778,TRIP030,2024-02-06 09:47:00,1980,60.1,normal,0
AUD1779,TRIP030,2024-02-06 09:47:30,2010,68.0,conversation,0
AUD1780,TRIP030,2024-02-06 09:48:00,2040,72.8,loud,0
AUD1781,TRIP030,2024-02-06 09:48:30,2070,77.6,loud,0
AUD1782,TRIP030,2024-02-06 09:49:00,2100,71.2,conversation,0
AUD1783,TRIP030,2024-02-06 09:49:30,2130,76.2,loud,0
AUD1784,TRIP030,2024-02-06 09:50:00,2160,76.5,loud,0
AUD1785,TRIP030,2024-02-06 09:50:30,2190,68.9,conversation,0
AUD1786,TRIP030,2024-02-06 09:51:00,2220,65.6,conversation,0
AUD1787,TRIP030,2024-02-06 09:51:30,2250,97.4,argument,30
AUD1788,TRIP030,2024-02-06 09:52:00,2280,70.8,conversation,0
AUD1789,TRIP030,2024-02-06 09:52:30,2310,59.5,normal,0
AUD1790,TRIP030,2024-02-06 09:53:00,2340,53.9,quiet,0
AUD1791,TRIP030,2024-02-06 09:53:30,2370,58.5,normal,0
AUD1792,TRIP030,2024-02-06 09:54:00,2400,54.3,quiet,0
AUD1793,TRIP031,2024-02-06 10:01:00,0,68.8,conversation,0
AUD1794,TRIP031,2024-02-06 10:01:30,30,73.6,loud,0
AUD1795,TRIP031,2024-02-06 10:02:00,60,50.2,quiet,0
AUD1796,TRIP031,2024-02-06 10:02:30,90,58.5,normal,0
AUD1797,TRIP031,2024-02-06 10:03:00,120,68.3,conversation,0
AUD1798,TRIP031,2024-02-06 10:03:30,150,65.6,conversation,0
AUD1799,TRIP031,2024-02-06 10:04:00,180,69.0,conversation,0
AUD1800,TRIP031,2024-02-06 10:04:30,210,71.0,conversation,0
AUD1801,TRIP031,2024-02-06 10:05:00,240,66.7,conversation,0
AUD1802,TRIP031,2024-02-06 10:05:30,270,62.0,normal,0
AUD1803,TRIP031,2024-02-06 10:06:00,300,71.4,conversation,0
AUD1804,TRIP031,2024-02-06 10:06:30,330,65.2,conversation,0
AUD1805,TRIP031,2024-02-06 10:07:00,360,61.6,normal,0
AUD1806,TRIP031,2024-02-06 10:07:30,390,70.0,conversation,0
AUD1807,TRIP031,2024-02-06 10:08:00,420,62.8,normal,0
AUD1808,TRIP031,2024-02-06 10:08:30,450,79.9,loud,0
AUD1809,TRIP031,2024-02-06 10:09:00,480,80.4,loud,0
AUD1810,TRIP031,2024-02-06 10:09:30,510,78.6,loud,0
AUD1811,TRIP031,2024-02-06 10:10:00,540,79.7,loud,0
AUD1812,TRIP031,2024-02-06 10:10:30,570,70.3,conversation,0
AUD1813,TRIP031,2024-02-06 10:11:00,600,61.5,normal,0
AUD1814,TRIP031,2024-02-06 10:11:30,630,69.3,conversation,0
AUD1815,TRIP031,2024-02-06 10:12:00,660,61.8,normal,0
AUD1816,TRIP031,2024-02-06 10:12:30,690,62.9,normal,0
AUD1817,TRIP031,2024-02-06 10:13:00,720,65.7,conversation,0
AUD1818,TRIP031,2024-02-06 10:13:30,750,71.9,conversation,0
AUD1819,TRIP031,2024-02-06 10:14:00,780,64.9,normal,0
AUD1820,TRIP031,2024-02-06 10:14:30,810,63.4,normal,0
AUD1821,TRIP031,2024-02-06 10:15:00,840,71.9,conversation,0
AUD1822,TRIP031,2024-02-06 10:15:30,870,71.7,conversation,0
AUD1823,TRIP031,2024-02-06 10:16:00,900,55.6,quiet,0
AUD1824,TRIP031,2024-02-06 10:16:30,930,55.3,quiet,0
AUD1825,TRIP031,2024-02-06 10:17:00,960,76.3,loud,0
AUD1826,TRIP031,2024-02-06 10:17:30,990,71.4,conversation,0
AUD1827,TRIP031,2024-02-06 10:18:00,1020,65.5,conversation,0
AUD1828,TRIP031,2024-02-06 10:18:30,1050,73.7,loud,0
AUD1829,TRIP031,2024-02-06 10:19:00,1080,70.9,conversation,0
AUD1830,TRIP031,2024-02-06 10:19:30,1110,65.2,conversation,0
AUD1831,TRIP031,2024-02-06 10:20:00,1140,52.6,quiet,0
AUD1832,TRIP031,2024-02-06 10:20:30,1170,53.9,quiet,0
AUD1833,TRIP031,2024-02-06 10:21:00,1200,62.8,normal,0
AUD1834,TRIP031,2024-02-06 10:21:30,1230,70.7,conversation,0
AUD1835,TRIP031,2024-02-06 10:22:00,1260,62.4,normal,0
AUD1836,TRIP031,2024-02-06 10:22:30,1290,62.1,normal,0
AUD1837,TRIP031,2024-02-06 10:23:00,1320,70.0,conversation,0
AUD1838,TRIP031,2024-02-06 10:23:30,1350,67.9,conversation,0
AUD1839,TRIP031,2024-02-06 10:24:00,1380,71.6,conversation,0
AUD1840,TRIP031,2024-02-06 10:24:30,1410,71.0,conversation,0
AUD1841,TRIP031,2024-02-06 10:25:00,1440,72.2,loud,0
AUD1842,TRIP031,2024-02-06 10:25:30,1470,78.5,loud,0
AUD1843,TRIP031,2024-02-06 10:26:00,1500,70.7,conversation,0
AUD1844,TRIP031,2024-02-06 10:26:30,1530,79.0,loud,0
AUD1845,TRIP031,2024-02-06 10:27:00,1560,51.1,quiet,0
AUD1846,TRIP031,2024-02-06 10:27:30,1590,55.6,quiet,0
AUD1847,TRIP031,2024-02-06 10:28:00,1620,50.6,quiet,0
AUD1848,TRIP031,2024-02-06 10:28:30,1650,53.5,quiet,0
AUD1849,TRIP031,2024-02-06 10:29:00,1680,70.8,conversation,0
AUD1850,TRIP031,2024-02-06 10:29:30,1710,73.9,loud,0
AUD1851,TRIP031,2024-02-06 10:30:00,1740,80.1,loud,0
AUD1852,TRIP031,2024-02-06 10:30:30,1770,79.4,loud,0
AUD1853,TRIP031,2024-02-06 10:31:00,1800,78.1,loud,0
AUD1854,TRIP031,2024-02-06 10:31:30,1830,76.4,loud,0
AUD1855,TRIP031,2024-02-06 10:32:00,1860,71.1,conversation,0
AUD1856,TRIP031,2024-02-06 10:32:30,1890,76.0,loud,0
AUD1857,TRIP031,2024-02-06 10:33:00,1920,60.4,normal,0
AUD1858,TRIP031,2024-02-06 10:33:30,1950,64.7,normal,0
AUD1859,TRIP031,2024-02-06 10:34:00,1980,61.0,normal,0
AUD1860,TRIP031,2024-02-06 10:34:30,2010,70.4,conversation,0
AUD1861,TRIP031,2024-02-06 10:35:00,2040,74.2,loud,0
AUD1862,TRIP031,2024-02-06 10:35:30,2070,88.0,very_loud,30
AUD1863,TRIP031,2024-02-06 10:36:00,2100,72.7,loud,0
AUD1864,TRIP031,2024-02-06 10:36:30,2130,72.1,loud,0
AUD1865,TRIP031,2024-02-06 10:37:00,2160,74.8,loud,0
AUD1866,TRIP031,2024-02-06 10:37:30,2190,68.6,conversation,0
AUD1867,TRIP031,2024-02-06 10:38:00,2220,71.5,conversation,0
AUD1868,TRIP031,2024-02-06 10:38:30,2250,69.4,conversation,0
AUD1869,TRIP031,2024-02-06 10:39:00,2280,64.2,normal,0
AUD1870,TRIP031,2024-02-06 10:39:30,2310,74.9,loud,0
AUD1871,TRIP031,2024-02-06 10:40:00,2340,76.7,loud,0
AUD1872,TRIP031,2024-02-06 10:40:30,2370,71.5,conversation,0
AUD1873,TRIP031,2024-02-06 10:41:00,2400,65.2,conversation,0
AUD1874,TRIP031,2024-02-06 10:41:30,2430,75.9,loud,0
AUD1875,TRIP031,2024-02-06 10:42:00,2460,75.5,loud,0
AUD1876,TRIP031,2024-02-06 10:42:30,2490,66.7,conversation,0
AUD1877,TRIP031,2024-02-06 10:43:00,2520,53.1,quiet,0
AUD1878,TRIP032,2024-02-06 10:46:00,0,59.3,normal,0
AUD1879,TRIP032,2024-02-06 10:46:30,30,53.2,quiet,0
AUD1880,TRIP032,2024-02-06 10:47:00,60,54.5,quiet,0
AUD1881,TRIP032,2024-02-06 10:47:30,90,61.0,normal,0
AUD1882,TRIP032,2024-02-06 10:48:00,120,64.9,normal,0
AUD1883,TRIP032,2024-02-06 10:48:30,150,64.8,normal,0
AUD1884,TRIP032,2024-02-06 10:49:00,180,70.0,conversation,0
AUD1885,TRIP032,2024-02-06 10:49:30,210,63.6,normal,0
AUD1886,TRIP032,2024-02-06 10:50:00,240,67.5,conversation,0
AUD1887,TRIP032,2024-02-06 10:50:30,270,64.7,normal,0
AUD1888,TRIP032,2024-02-06 10:51:00,300,61.1,normal,0
AUD1889,TRIP032,2024-02-06 10:51:30,330,68.9,conversation,0
AUD1890,TRIP032,2024-02-06 10:52:00,360,67.2,conversation,0
AUD1891,TRIP032,2024-02-06 10:52:30,390,74.2,loud,0
AUD1892,TRIP032,2024-02-06 10:53:00,420,92.0,argument,30
AUD1893,TRIP032,2024-02-06 10:53:30,450,77.4,loud,0
AUD1894,TRIP032,2024-02-06 10:54:00,480,76.5,loud,0
AUD1895,TRIP032,2024-02-06 10:54:30,510,78.5,loud,0
AUD1896,TRIP032,2024-02-06 10:55:00,540,74.7,loud,0
AUD1897,TRIP032,2024-02-06 10:55:30,570,78.0,loud,0
AUD1898,TRIP032,2024-02-06 10:56:00,600,92.2,argument,30
AUD1899,TRIP032,2024-02-06 10:56:30,630,64.0,normal,0
AUD1900,TRIP032,2024-02-06 10:57:00,660,71.1,conversation,0
AUD1901,TRIP032,2024-02-06 10:57:30,690,68.1,conversation,0
AUD1902,TRIP032,2024-02-06 10:58:00,720,68.0,conversation,0
AUD1903,TRIP032,2024-02-06 10:58:30,750,72.1,loud,0
AUD1904,TRIP032,2024-02-06 10:59:00,780,74.3,loud,0
AUD1905,TRIP032,2024-02-06 10:59:30,810,80.0,loud,0
AUD1906,TRIP032,2024-02-06 11:00:00,840,76.1,loud,0
AUD1907,TRIP032,2024-02-06 11:00:30,870,79.9,loud,0
AUD1908,TRIP032,2024-02-06 11:01:00,900,71.0,conversation,0
AUD1909,TRIP032,2024-02-06 11:01:30,930,72.4,loud,0
AUD1910,TRIP032,2024-02-06 11:02:00,960,79.6,loud,0
AUD1911,TRIP032,2024-02-06 11:02:30,990,68.1,conversation,0
AUD1912,TRIP032,2024-02-06 11:03:00,1020,60.8,normal,0
AUD1913,TRIP032,2024-02-06 11:03:30,1050,71.1,conversation,0
AUD1914,TRIP032,2024-02-06 11:04:00,1080,62.5,normal,0
AUD1915,TRIP032,2024-02-06 11:04:30,1110,60.8,normal,0
AUD1916,TRIP032,2024-02-06 11:05:00,1140,66.5,conversation,0
AUD1917,TRIP032,2024-02-06 11:05:30,1170,64.2,normal,0
AUD1918,TRIP032,2024-02-06 11:06:00,1200,70.7,conversation,0
AUD1919,TRIP032,2024-02-06 11:06:30,1230,69.9,conversation,0
AUD1920,TRIP032,2024-02-06 11:07:00,1260,70.0,conversation,0
AUD1921,TRIP032,2024-02-06 11:07:30,1290,62.6,normal,0
AUD1922,TRIP032,2024-02-06 11:08:00,1320,60.8,normal,0
AUD1923,TRIP032,2024-02-06 11:08:30,1350,67.6,conversation,0
AUD1924,TRIP032,2024-02-06 11:09:00,1380,94.9,argument,30
AUD1925,TRIP032,2024-02-06 11:09:30,1410,77.8,loud,0
AUD1926,TRIP032,2024-02-06 11:10:00,1440,74.1,loud,0
AUD1927,TRIP032,2024-02-06 11:10:30,1470,68.5,conversation,0
AUD1928,TRIP032,2024-02-06 11:11:00,1500,73.4,loud,0
AUD1929,TRIP032,2024-02-06 11:11:30,1530,72.2,loud,0
AUD1930,TRIP032,2024-02-06 11:12:00,1560,72.7,loud,0
AUD1931,TRIP032,2024-02-06 11:12:30,1590,72.7,loud,0
AUD1932,TRIP032,2024-02-06 11:13:00,1620,93.6,argument,30
AUD1933,TRIP032,2024-02-06 11:13:30,1650,74.2,loud,0
AUD1934,TRIP032,2024-02-06 11:14:00,1680,61.2,normal,0
AUD1935,TRIP032,2024-02-06 11:14:30,1710,69.3,conversation,0
AUD1936,TRIP032,2024-02-06 11:15:00,1740,61.5,normal,0
AUD1937,TRIP032,2024-02-06 11:15:30,1770,60.3,normal,0
AUD1938,TRIP032,2024-02-06 11:16:00,1800,65.0,conversation,0
AUD1939,TRIP032,2024-02-06 11:16:30,1830,59.0,normal,0
AUD1940,TRIP032,2024-02-06 11:17:00,1860,58.8,normal,0
AUD1941,TRIP032,2024-02-06 11:17:30,1890,50.2,quiet,0
AUD1942,TRIP032,2024-02-06 11:18:00,1920,54.4,quiet,0
AUD1943,TRIP032,2024-02-06 11:18:30,1950,50.2,quiet,0
AUD1944,TRIP032,2024-02-06 11:19:00,1980,59.6,normal,0
AUD1945,TRIP033,2024-02-06 11:25:00,0,56.4,quiet,0
AUD1946,TRIP033,2024-02-06 11:25:30,30,57.1,quiet,0
AUD1947,TRIP033,2024-02-06 11:26:00,60,55.4,quiet,0
AUD1948,TRIP033,2024-02-06 11:26:30,90,54.7,quiet,0
AUD1949,TRIP033,2024-02-06 11:27:00,120,56.1,quiet,0
AUD1950,TRIP033,2024-02-06 11:27:30,150,76.6,loud,0
AUD1951,TRIP033,2024-02-06 11:28:00,180,77.4,loud,0
AUD1952,TRIP033,2024-02-06 11:28:30,210,72.1,loud,0
AUD1953,TRIP033,2024-02-06 11:29:00,240,78.2,loud,0
AUD1954,TRIP033,2024-02-06 11:29:30,270,75.1,loud,0
AUD1955,TRIP033,2024-02-06 11:30:00,300,81.5,loud,0
AUD1956,TRIP033,2024-02-06 11:30:30,330,80.3,loud,0
AUD1957,TRIP033,2024-02-06 11:31:00,360,66.8,conversation,0
AUD1958,TRIP033,2024-02-06 11:31:30,390,72.4,loud,0
AUD1959,TRIP033,2024-02-06 11:32:00,420,74.7,loud,0
AUD1960,TRIP033,2024-02-06 11:32:30,450,58.9,normal,0
AUD1961,TRIP033,2024-02-06 11:33:00,480,50.7,quiet,0
AUD1962,TRIP033,2024-02-06 11:33:30,510,55.9,quiet,0
AUD1963,TRIP033,2024-02-06 11:34:00,540,57.0,quiet,0
AUD1964,TRIP033,2024-02-06 11:34:30,570,69.7,conversation,0
AUD1965,TRIP033,2024-02-06 11:35:00,600,63.9,normal,0
AUD1966,TRIP033,2024-02-06 11:35:30,630,72.0,loud,0
AUD1967,TRIP033,2024-02-06 11:36:00,660,61.9,normal,0
AUD1968,TRIP033,2024-02-06 11:36:30,690,73.7,loud,0
AUD1969,TRIP033,2024-02-06 11:37:00,720,79.6,loud,0
AUD1970,TRIP033,2024-02-06 11:37:30,750,71.3,conversation,0
AUD1971,TRIP033,2024-02-06 11:38:00,780,66.0,conversation,0
AUD1972,TRIP033,2024-02-06 11:38:30,810,70.7,conversation,0
AUD1973,TRIP033,2024-02-06 11:39:00,840,70.3,conversation,0
AUD1974,TRIP033,2024-02-06 11:39:30,870,76.7,loud,0
AUD1975,TRIP033,2024-02-06 11:40:00,900,80.4,loud,0
AUD1976,TRIP033,2024-02-06 11:40:30,930,71.6,conversation,0
AUD1977,TRIP033,2024-02-06 11:41:00,960,81.4,loud,0
AUD1978,TRIP033,2024-02-06 11:41:30,990,69.4,conversation,0
AUD1979,TRIP033,2024-02-06 11:42:00,1020,67.9,conversation,0
AUD1980,TRIP033,2024-02-06 11:42:30,1050,79.8,loud,0
AUD1981,TRIP033,2024-02-06 11:43:00,1080,78.9,loud,0
AUD1982,TRIP033,2024-02-06 11:43:30,1110,88.1,very_loud,30
AUD1983,TRIP033,2024-02-06 11:44:00,1140,68.2,conversation,0
AUD1984,TRIP033,2024-02-06 11:44:30,1170,56.9,quiet,0
AUD1985,TRIP033,2024-02-06 11:45:00,1200,51.6,quiet,0
AUD1986,TRIP033,2024-02-06 11:45:30,1230,57.6,quiet,0
AUD1987,TRIP033,2024-02-06 11:46:00,1260,59.3,normal,0
AUD1988,TRIP033,2024-02-06 11:46:30,1290,64.4,normal,0
AUD1989,TRIP033,2024-02-06 11:47:00,1320,66.8,conversation,0
AUD1990,TRIP033,2024-02-06 11:47:30,1350,71.0,conversation,0
AUD1991,TRIP033,2024-02-06 11:48:00,1380,66.3,conversation,0
AUD1992,TRIP033,2024-02-06 11:48:30,1410,69.7,conversation,0
AUD1993,TRIP033,2024-02-06 11:49:00,1440,70.6,conversation,0
AUD1994,TRIP033,2024-02-06 11:49:30,1470,64.8,normal,0
AUD1995,TRIP033,2024-02-06 11:50:00,1500,68.7,conversation,0
AUD1996,TRIP033,2024-02-06 11:50:30,1530,60.7,normal,0
AUD1997,TRIP033,2024-02-06 11:51:00,1560,66.5,conversation,0
AUD1998,TRIP033,2024-02-06 11:51:30,1590,62.7,normal,0
AUD1999,TRIP033,2024-02-06 11:52:00,1620,74.5,loud,0
AUD2000,TRIP033,2024-02-06 11:52:30,1650,65.5,conversation,0
AUD2001,TRIP033,2024-02-06 11:53:00,1680,74.1,loud,0
AUD2002,TRIP033,2024-02-06 11:53:30,1710,73.0,loud,0
AUD2003,TRIP033,2024-02-06 11:54:00,1740,57.5,quiet,0
AUD2004,TRIP033,2024-02-06 11:54:30,1770,59.3,normal,0
AUD2005,TRIP033,2024-02-06 11:55:00,1800,57.8,quiet,0
AUD2006,TRIP033,2024-02-06 11:55:30,1830,53.0,quiet,0
AUD2007,TRIP033,2024-02-06 11:56:00,1860,54.0,quiet,0
AUD2008,TRIP033,2024-02-06 11:56:30,1890,52.7,quiet,0
AUD2009,TRIP033,2024-02-06 11:57:00,1920,52.6,quiet,0
AUD2010,TRIP034,2024-02-06 12:03:00,0,69.5,conversation,0
AUD2011,TRIP034,2024-02-06 12:03:30,30,68.6,conversation,0
AUD2012,TRIP034,2024-02-06 12:04:00,60,68.4,conversation,0
AUD2013,TRIP034,2024-02-06 12:04:30,90,72.3,loud,0
AUD2014,TRIP034,2024-02-06 12:05:00,120,65.9,conversation,0
AUD2015,TRIP034,2024-02-06 12:05:30,150,52.8,quiet,0
AUD2016,TRIP034,2024-02-06 12:06:00,180,54.7,quiet,0
AUD2017,TRIP034,2024-02-06 12:06:30,210,59.7,normal,0
AUD2018,TRIP034,2024-02-06 12:07:00,240,53.3,quiet,0
AUD2019,TRIP034,2024-02-06 12:07:30,270,56.2,quiet,0
AUD2020,TRIP034,2024-02-06 12:08:00,300,68.7,conversation,0
AUD2021,TRIP034,2024-02-06 12:08:30,330,63.6,normal,0
AUD2022,TRIP034,2024-02-06 12:09:00,360,69.8,conversation,0
AUD2023,TRIP034,2024-02-06 12:09:30,390,62.5,normal,0
AUD2024,TRIP034,2024-02-06 12:10:00,420,91.3,argument,30
AUD2025,TRIP034,2024-02-06 12:10:30,450,69.6,conversation,0
AUD2026,TRIP034,2024-02-06 12:11:00,480,64.4,normal,0
AUD2027,TRIP034,2024-02-06 12:11:30,510,88.8,very_loud,30
AUD2028,TRIP034,2024-02-06 12:12:00,540,72.2,loud,0
AUD2029,TRIP034,2024-02-06 12:12:30,570,65.6,conversation,0
AUD2030,TRIP034,2024-02-06 12:13:00,600,64.3,normal,0
AUD2031,TRIP034,2024-02-06 12:13:30,630,71.2,conversation,0
AUD2032,TRIP034,2024-02-06 12:14:00,660,63.1,normal,0
AUD2033,TRIP034,2024-02-06 12:14:30,690,69.8,conversation,0
AUD2034,TRIP034,2024-02-06 12:15:00,720,62.2,normal,0
AUD2035,TRIP034,2024-02-06 12:15:30,750,64.9,normal,0
AUD2036,TRIP034,2024-02-06 12:16:00,780,72.1,loud,0
