sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC1459,TRIP013,2024-02-06 13:49:30,810,0.0343,-0.008,9.7585,3.0,19.1237,72.8335
ACC1460,TRIP013,2024-02-06 13:49:45,825,0.0401,0.0092,9.8462,0.0,19.1237,72.8335
ACC1461,TRIP013,2024-02-06 13:50:00,840,0.0329,0.0094,9.8161,0.0,19.1237,72.8335
ACC1462,TRIP013,2024-02-06 13:50:15,855,-0.0304,-0.0204,9.8273,0.0,19.1237,72.8335
ACC1463,TRIP013,2024-02-06 13:50:30,870,0.2405,-0.2162,9.7751,10.0,19.1234,72.8336
ACC1464,TRIP013,2024-02-06 13:50:45,885,-0.2241,0.3264,9.7271,10.1,19.1234,72.8334
ACC1465,TRIP013,2024-02-06 13:51:00,900,0.0314,-0.1287,9.7344,10.7,19.1237,72.8332
ACC1466,TRIP013,2024-02-06 13:51:15,915,0.0108,0.0999,9.6179,12.5,19.1234,72.8333
ACC1467,TRIP013,2024-02-06 13:51:30,930,-0.1342,3.1945,9.5575,20.9,19.1231,72.8328
ACC1468,TRIP013,2024-02-06 13:51:45,945,-0.2514,2.8759,9.6702,25.9,19.1236,72.8331
ACC1469,TRIP013,2024-02-06 13:52:00,960,0.0885,1.6145,9.7077,34.7,19.1234,72.8341
ACC1470,TRIP013,2024-02-06 13:52:15,975,-0.249,3.1255,9.7001,42.6,19.1242,72.8333
ACC1471,TRIP013,2024-02-06 13:52:30,990,-0.2795,-2.1864,9.5722,34.7,19.1243,72.834
ACC1472,TRIP013,2024-02-06 13:52:45,1005,-0.1237,-3.2487,9.5904,29.7,19.1238,72.8334
ACC1473,TRIP013,2024-02-06 13:53:00,1020,0.0504,-3.4812,9.5373,19.5,19.1238,72.8333
ACC1474,TRIP013,2024-02-06 13:53:15,1035,0.1,-3.8833,9.552,10.7,19.1234,72.8335
ACC1475,TRIP013,2024-02-06 13:53:30,1050,0.0945,-2.2696,9.5042,1.6,19.1234,72.8335
ACC1476,TRIP013,2024-02-06 13:53:45,1065,0.2679,-3.7266,9.6389,0.0,19.1234,72.8335
ACC1477,TRIP013,2024-02-06 13:54:00,1080,-0.1931,-2.1147,9.5444,0.0,19.1234,72.8335
ACC1478,TRIP013,2024-02-06 13:54:15,1095,-0.3476,-2.4674,9.6548,0.0,19.1234,72.8335
ACC1479,TRIP013,2024-02-06 13:54:30,1110,0.1356,-2.3928,9.6019,0.0,19.1234,72.8335
ACC1480,TRIP013,2024-02-06 13:54:45,1125,-0.3343,-2.0784,9.7055,0.0,19.1234,72.8335
ACC1481,TRIP013,2024-02-06 13:55:00,1140,-0.1256,0.2988,9.6466,10.0,19.1237,72.8334
ACC1482,TRIP013,2024-02-06 13:55:15,1155,-0.1154,0.2337,9.8158,11.4,19.1238,72.8334
ACC1483,TRIP013,2024-02-06 13:55:30,1170,0.2498,-0.382,9.6565,11.5,19.1242,72.8334
ACC1484,TRIP013,2024-02-06 13:55:45,1185,0.1042,-0.1281,9.6724,10.0,19.1243,72.8335
ACC1485,TRIP013,2024-02-06 13:56:00,1200,-0.1772,-0.2271,9.8424,10.8,19.1247,72.8333
ACC1486,TRIP013,2024-02-06 13:56:15,1215,0.1268,-0.0362,9.7166,12.6,19.125,72.8329
ACC1487,TRIP013,2024-02-06 13:56:30,1230,0.2854,-0.2071,9.6229,14.9,19.1246,72.8324
ACC1488,TRIP013,2024-02-06 13:56:45,1245,0.15,0.2091,9.7242,12.1,19.1242,72.832
ACC1489,TRIP013,2024-02-06 13:57:00,1260,0.2764,0.2867,9.7947,14.9,19.1247,72.8315
ACC1490,TRIP013,2024-02-06 13:57:15,1275,0.0778,-1.9665,9.5611,2.1,19.1246,72.8314
ACC1491,TRIP013,2024-02-06 13:57:30,1290,-0.1889,-3.376,9.7448,0.0,19.1246,72.8314
ACC1492,TRIP013,2024-02-06 13:57:45,1305,-0.151,-3.844,9.5308,0.0,19.1246,72.8314
ACC1493,TRIP013,2024-02-06 13:58:00,1320,0.0314,-3.5031,9.5993,0.0,19.1246,72.8314
ACC1494,TRIP013,2024-02-06 13:58:15,1335,-0.3412,-3.0072,9.5838,0.0,19.1246,72.8314
ACC1495,TRIP013,2024-02-06 13:58:30,1350,0.1563,-2.114,9.5735,0.0,19.1246,72.8314
ACC1496,TRIP013,2024-02-06 13:58:45,1365,0.2326,-3.898,9.6734,0.0,19.1246,72.8314
ACC1497,TRIP013,2024-02-06 13:59:00,1380,-0.3856,-3.9073,9.5482,0.0,19.1246,72.8314
ACC1498,TRIP013,2024-02-06 13:59:15,1395,-0.1723,0.3622,9.7919,10.0,19.1243,72.8317
ACC1499,TRIP013,2024-02-06 13:59:30,1410,-0.0421,0.0402,9.7091,10.0,19.1242,72.8314
ACC1500,TRIP013,2024-02-06 13:59:45,1425,-0.2758,-0.2063,9.8241,10.1,19.124,72.8316
ACC1501,TRIP013,2024-02-06 14:00:00,1440,-0.1836,-0.1612,9.7192,10.0,19.124,72.8316
ACC1502,TRIP013,2024-02-06 14:00:15,1455,-0.0291,0.1552,9.7514,11.3,19.1236,72.8317
ACC1503,TRIP013,2024-02-06 14:00:30,1470,-0.1264,0.0593,9.8337,14.3,19.1237,72.8312
ACC1504,TRIP013,2024-02-06 14:00:45,1485,0.1848,0.2957,9.7642,17.0,19.1236,72.8314
ACC1505,TRIP013,2024-02-06 14:01:00,1500,0.1476,0.1407,9.7903,19.0,19.1238,72.8318
ACC1506,TRIP013,2024-02-06 14:01:15,1515,-0.1234,0.2178,9.8218,19.4,19.1233,72.8319
ACC1507,TRIP013,2024-02-06 14:01:30,1530,0.272,0.3124,9.6271,19.8,19.1237,72.8324
ACC1508,TRIP013,2024-02-06 14:01:45,1545,-0.2862,0.0463,9.6388,22.6,19.1229,72.8326
ACC1509,TRIP013,2024-02-06 14:02:00,1560,0.235,0.1135,9.6435,23.4,19.1228,72.8325
ACC1510,TRIP013,2024-02-06 14:02:15,1575,0.0121,0.1258,9.7403,25.8,19.1231,72.8333
ACC1511,TRIP013,2024-02-06 14:02:30,1590,0.2324,-0.3058,9.6356,27.8,19.1239,72.8343
ACC1512,TRIP013,2024-02-06 14:02:45,1605,-0.1404,0.2269,9.6956,27.0,19.1243,72.8342
ACC1513,TRIP013,2024-02-06 14:03:00,1620,0.1975,-0.3881,9.7205,26.3,19.1241,72.8334
ACC1514,TRIP013,2024-02-06 14:03:15,1635,-0.1848,-0.1864,9.7354,29.2,19.1246,72.8329
ACC1515,TRIP013,2024-02-06 14:03:30,1650,0.0054,0.1008,9.6101,27.6,19.1252,72.8325
ACC1516,TRIP013,2024-02-06 14:03:45,1665,-0.2669,0.267,9.7908,26.9,19.126,72.8316
ACC1517,TRIP013,2024-02-06 14:04:00,1680,0.1886,-0.1321,9.8424,26.9,19.1251,72.8319
ACC1518,TRIP013,2024-02-06 14:04:15,1695,0.1036,-3.569,9.6456,21.4,19.125,72.8314
ACC1519,TRIP013,2024-02-06 14:04:30,1710,0.184,-3.5149,9.57,12.0,19.1249,72.8311
ACC1520,TRIP013,2024-02-06 14:04:45,1725,0.1371,-2.6881,9.5861,5.6,19.1249,72.8313
ACC1521,TRIP013,2024-02-06 14:05:00,1740,0.18,-2.1828,9.7307,0.0,19.1249,72.8313
ACC1522,TRIP013,2024-02-06 14:05:15,1755,-0.2412,-3.0015,9.5223,0.0,19.1249,72.8313
ACC1523,TRIP013,2024-02-06 14:05:30,1770,0.3445,-3.5542,9.729,0.0,19.1249,72.8313
ACC1524,TRIP013,2024-02-06 14:05:45,1785,-0.0961,-3.5185,9.6055,0.0,19.1249,72.8313
ACC1525,TRIP013,2024-02-06 14:06:00,1800,-0.0258,-2.7986,9.7441,0.0,19.1249,72.8313
ACC1526,TRIP013,2024-02-06 14:06:15,1815,-0.0626,2.5205,9.7933,9.2,19.1248,72.8311
ACC1527,TRIP013,2024-02-06 14:06:30,1830,-0.1581,1.9098,9.6125,13.8,19.1246,72.8316
ACC1528,TRIP013,2024-02-06 14:06:45,1845,-0.2031,1.6845,9.6729,18.8,19.1242,72.8309
ACC1529,TRIP013,2024-02-06 14:07:00,1860,0.077,2.0222,9.7826,27.7,19.1243,72.8302
ACC1530,TRIP013,2024-02-06 14:07:15,1875,0.1935,1.9861,9.5787,36.2,19.1253,72.8295
ACC1531,TRIP013,2024-02-06 14:07:30,1890,-0.0302,0.191,9.7232,35.7,19.1249,72.8297
ACC1532,TRIP013,2024-02-06 14:07:45,1905,0.2402,0.0146,9.8019,33.1,19.1258,72.8297
ACC1533,TRIP013,2024-02-06 14:08:00,1920,-0.0743,-0.2851,9.7647,35.3,19.1245,72.8304
ACC1534,TRIP013,2024-02-06 14:08:15,1935,-0.0316,-0.3161,9.6662,34.5,19.1252,72.8305
ACC1535,TRIP013,2024-02-06 14:08:30,1950,0.1621,-0.2606,9.8454,34.9,19.1258,72.8306
ACC1536,TRIP013,2024-02-06 14:08:45,1965,0.0251,0.2267,9.817,36.0,19.1251,72.8309
ACC1537,TRIP013,2024-02-06 14:09:00,1980,0.2105,0.2387,9.8378,38.7,19.124,72.8321
ACC1538,TRIP013,2024-02-06 14:09:15,1995,0.0634,0.2769,9.7524,41.5,19.1245,72.8315
ACC1539,TRIP013,2024-02-06 14:09:30,2010,0.0366,-2.9927,9.7026,30.0,19.124,72.8314
ACC1540,TRIP013,2024-02-06 14:09:45,2025,0.1254,-3.9423,9.6539,21.1,19.1235,72.8318
ACC1541,TRIP013,2024-02-06 14:10:00,2040,-0.3492,-2.6188,9.7433,13.4,19.1238,72.8323
ACC1542,TRIP013,2024-02-06 14:10:15,2055,-0.1439,-2.731,9.6235,1.2,19.1238,72.8323
ACC1543,TRIP013,2024-02-06 14:10:30,2070,0.1094,0.2339,9.6922,10.0,19.1234,72.8324
ACC1544,TRIP013,2024-02-06 14:10:45,2085,0.1038,-0.2657,9.8249,10.0,19.1234,72.8321
ACC1545,TRIP013,2024-02-06 14:11:00,2100,-0.139,-0.254,9.7309,10.0,19.1236,72.8324
ACC1546,TRIP013,2024-02-06 14:11:15,2115,0.208,0.2316,9.8076,12.7,19.1238,72.8326
ACC1547,TRIP013,2024-02-06 14:11:30,2130,0.2409,0.0581,9.6258,11.0,19.1242,72.8326
ACC1548,TRIP013,2024-02-06 14:11:45,2145,-0.0666,0.3749,9.643,13.6,19.1239,72.8331
ACC1549,TRIP013,2024-02-06 14:12:00,2160,-0.094,0.0864,9.7716,16.3,19.1236,72.8333
ACC1550,TRIP014,2024-02-06 07:07:00,0,-0.0046,-0.0173,9.7828,0.0,19.0933,72.8408
ACC1551,TRIP014,2024-02-06 07:07:15,15,0.0352,-0.0454,9.846,0.0,19.0933,72.8408
ACC1552,TRIP014,2024-02-06 07:07:30,30,0.0143,-0.0391,9.845,0.0,19.0933,72.8408
ACC1553,TRIP014,2024-02-06 07:07:45,45,0.0233,-0.0368,9.7978,0.0,19.0933,72.8408
ACC1554,TRIP014,2024-02-06 07:08:00,60,0.0027,0.0356,9.7848,0.0,19.0933,72.8408
ACC1555,TRIP014,2024-02-06 07:08:15,75,0.0292,-0.005,9.7942,0.0,19.0933,72.8408
ACC1556,TRIP014,2024-02-06 07:08:30,90,-0.0162,-0.0163,9.8241,0.0,19.0933,72.8408
ACC1557,TRIP014,2024-02-06 07:08:45,105,-0.0371,0.0458,9.841,0.0,19.0933,72.8408
ACC1558,TRIP014,2024-02-06 07:09:00,120,-0.0494,-0.0461,9.7656,0.0,19.0933,72.8408
ACC1559,TRIP014,2024-02-06 07:09:15,135,-0.0174,-0.0183,9.7708,0.0,19.0933,72.8408
ACC1560,TRIP014,2024-02-06 07:09:30,150,0.0133,-0.0074,9.8238,0.0,19.0933,72.8408
ACC1561,TRIP014,2024-02-06 07:09:45,165,0.019,0.0437,9.7923,0.0,19.0933,72.8408
ACC1562,TRIP014,2024-02-06 07:10:00,180,-0.0207,-0.0087,9.8247,0.0,19.0933,72.8408
ACC1563,TRIP014,2024-02-06 07:10:15,195,0.0208,0.0308,9.7606,0.0,19.0933,72.8408
ACC1564,TRIP014,2024-02-06 07:10:30,210,0.0107,0.0379,9.8145,0.0,19.0933,72.8408
ACC1565,TRIP014,2024-02-06 07:10:45,225,-0.0155,0.0033,9.8267,0.0,19.0933,72.8408
ACC1566,TRIP014,2024-02-06 07:11:00,240,-0.0323,-0.0319,9.785,0.0,19.0933,72.8408
ACC1567,TRIP014,2024-02-06 07:11:15,255,0.2204,-2.5265,9.6134,0.0,19.0933,72.8408
ACC1568,TRIP014,2024-02-06 07:11:30,270,-0.086,-2.7914,9.5454,0.0,19.0933,72.8408
ACC1569,TRIP014,2024-02-06 07:11:45,285,0.3733,-1.8953,9.7315,0.0,19.0933,72.8408
ACC1570,TRIP014,2024-02-06 07:12:00,300,-0.1715,-0.0704,9.6428,10.0,19.0936,72.8411
ACC1571,TRIP014,2024-02-06 07:12:15,315,-0.0818,0.3713,9.7973,10.0,19.0939,72.841
ACC1572,TRIP014,2024-02-06 07:12:30,330,0.2638,-0.1866,9.6305,12.1,19.0939,72.8408
ACC1573,TRIP014,2024-02-06 07:12:45,345,0.0466,0.3625,9.7245,10.0,19.0938,72.8411
ACC1574,TRIP014,2024-02-06 07:13:00,360,0.0622,0.2784,9.7456,11.3,19.0935,72.8414
ACC1575,TRIP014,2024-02-06 07:13:15,375,0.1905,1.7766,9.7878,19.6,19.0931,72.8417
ACC1576,TRIP014,2024-02-06 07:13:30,390,-0.2832,2.8504,9.793,29.3,19.0931,72.8409
ACC1577,TRIP014,2024-02-06 07:13:45,405,0.1865,2.872,9.6664,33.6,19.0938,72.8409
ACC1578,TRIP014,2024-02-06 07:14:00,420,0.1102,2.8866,9.7305,40.6,19.0949,72.8407
ACC1579,TRIP014,2024-02-06 07:14:15,435,-0.2757,1.5347,9.7945,50.1,19.096,72.8419
ACC1580,TRIP014,2024-02-06 07:14:30,450,0.0436,3.0885,9.6302,55.5,19.0955,72.8402
ACC1581,TRIP014,2024-02-06 07:14:45,465,-0.1995,3.3537,9.7855,60.1,19.0968,72.8408
ACC1582,TRIP014,2024-02-06 07:15:00,480,-0.1807,2.0544,9.767,68.6,19.0976,72.8387
ACC1583,TRIP014,2024-02-06 07:15:15,495,-0.2309,2.2956,9.7083,70.0,19.0976,72.8393
ACC1584,TRIP014,2024-02-06 07:15:30,510,0.22,3.348,9.79,70.0,19.0956,72.8375
ACC1585,TRIP014,2024-02-06 07:15:45,525,0.133,-0.0428,9.7807,65.0,19.094,72.8357
ACC1586,TRIP014,2024-02-06 07:16:00,540,0.2594,-0.2416,9.7557,65.0,19.0961,72.837
ACC1587,TRIP014,2024-02-06 07:16:15,555,0.166,-0.3171,9.7911,64.7,19.0979,72.8385
ACC1588,TRIP014,2024-02-06 07:16:30,570,0.1739,0.1464,9.7563,63.4,19.096,72.8375
ACC1589,TRIP014,2024-02-06 07:16:45,585,0.1329,0.2717,9.6165,64.6,19.0954,72.8398
ACC1590,TRIP014,2024-02-06 07:17:00,600,-0.1712,0.1336,9.7491,65.0,19.0962,72.8413
ACC1591,TRIP014,2024-02-06 07:17:15,615,-0.104,-0.1066,9.6767,63.7,19.0958,72.8406
ACC1592,TRIP014,2024-02-06 07:17:30,630,0.2649,0.3105,9.7946,65.0,19.0944,72.8383
ACC1593,TRIP014,2024-02-06 07:17:45,645,-0.2631,0.1751,9.841,65.0,19.0923,72.8388
ACC1594,TRIP014,2024-02-06 07:18:00,660,-0.1631,-0.2988,9.6703,64.6,19.0941,72.8365
ACC1595,TRIP014,2024-02-06 07:18:15,675,-0.3531,-3.9629,9.5908,52.6,19.0955,72.8347
ACC1596,TRIP014,2024-02-06 07:18:30,690,0.2147,-3.0068,9.6058,38.5,19.0968,72.8349
ACC1597,TRIP014,2024-02-06 07:18:45,705,0.2733,-3.6989,9.7025,25.1,19.0976,72.8344
ACC1598,TRIP014,2024-02-06 07:19:00,720,-0.3525,-3.7393,9.6959,15.5,19.097,72.8339
ACC1599,TRIP014,2024-02-06 07:19:15,735,-0.061,-3.9062,9.5033,7.7,19.0973,72.8339
ACC1600,TRIP014,2024-02-06 07:19:30,750,-0.3141,-2.696,9.7171,1.7,19.0973,72.8339
ACC1601,TRIP014,2024-02-06 07:19:45,765,-0.1274,0.376,9.8385,10.0,19.0977,72.8341
ACC1602,TRIP014,2024-02-06 07:20:00,780,-0.2315,-0.2428,9.6044,10.0,19.0975,72.834
ACC1603,TRIP014,2024-02-06 07:20:15,795,-0.0997,0.3998,9.8009,10.0,19.0973,72.834
ACC1604,TRIP014,2024-02-06 07:20:30,810,0.1859,0.351,9.8305,11.7,19.0974,72.8337
ACC1605,TRIP014,2024-02-06 07:20:45,825,-0.2655,-0.1872,9.7037,10.0,19.0977,72.8333
ACC1606,TRIP014,2024-02-06 07:21:00,840,-0.285,-0.3458,9.6291,10.0,19.098,72.8334
ACC1607,TRIP014,2024-02-06 07:21:15,855,0.1245,0.1572,9.7435,11.9,19.0981,72.8336
ACC1608,TRIP014,2024-02-06 07:21:30,870,-0.11,-0.2623,9.6639,10.8,19.0982,72.8338
ACC1609,TRIP014,2024-02-06 07:21:45,885,-0.1658,-0.3479,9.7158,12.5,19.0982,72.8338
ACC1610,TRIP014,2024-02-06 07:22:00,900,0.0618,0.1999,9.6255,12.1,19.0979,72.8337
ACC1611,TRIP014,2024-02-06 07:22:15,915,0.1133,0.0123,9.7477,13.7,19.0978,72.8334
ACC1612,TRIP014,2024-02-06 07:22:30,930,0.0663,0.2456,9.6167,12.4,19.0979,72.833
ACC1613,TRIP014,2024-02-06 07:22:45,945,0.2066,-0.3154,9.7027,10.0,19.0979,72.8333
ACC1614,TRIP014,2024-02-06 07:23:00,960,0.0785,0.1284,9.6649,12.0,19.098,72.8334
ACC1615,TRIP014,2024-02-06 07:23:15,975,0.2958,0.0678,9.8252,12.7,19.098,72.8334
ACC1616,TRIP014,2024-02-06 07:23:30,990,0.03,0.1008,12.7698,6.8,19.0982,72.8335
ACC1617,TRIP014,2024-02-06 07:23:45,1005,-0.039,0.3041,8.8143,5.0,19.0981,72.8336
ACC1618,TRIP014,2024-02-06 07:24:00,1020,-0.0477,0.0055,9.3448,5.0,19.0983,72.8336
ACC1619,TRIP014,2024-02-06 07:24:15,1035,-0.0958,-0.3319,10.3719,5.0,19.0984,72.8337
ACC1620,TRIP014,2024-02-06 07:24:30,1050,0.1903,-0.1837,9.6413,10.0,19.0984,72.8337
ACC1621,TRIP014,2024-02-06 07:24:45,1065,-0.1397,0.0711,9.6573,12.6,19.0984,72.8338
ACC1622,TRIP014,2024-02-06 07:25:00,1080,0.0486,-0.31,9.7068,10.3,19.0987,72.8335
ACC1623,TRIP014,2024-02-06 07:25:15,1095,0.1674,-0.0318,9.7995,10.0,19.0989,72.8334
ACC1624,TRIP014,2024-02-06 07:25:30,1110,2.553,-0.217,9.722,7.3,19.099,72.8336
ACC1625,TRIP014,2024-02-06 07:25:45,1125,-2.0789,-0.3402,9.7867,5.0,19.0988,72.8336
ACC1626,TRIP014,2024-02-06 07:26:00,1140,2.3139,-0.3749,9.7005,5.0,19.0987,72.8336
ACC1627,TRIP014,2024-02-06 07:26:15,1155,1.727,0.4875,9.7054,5.0,19.0986,72.8335
ACC1628,TRIP014,2024-02-06 07:26:30,1170,-1.6338,-0.4261,9.7997,5.0,19.0984,72.8333
ACC1629,TRIP014,2024-02-06 07:26:45,1185,1.6619,-0.2867,9.7439,5.0,19.0985,72.8332
ACC1630,TRIP014,2024-02-06 07:27:00,1200,-2.8775,-0.1788,9.7022,5.0,19.0984,72.8334
ACC1631,TRIP014,2024-02-06 07:27:15,1215,1.9768,-0.4684,9.6386,5.0,19.0983,72.8334
ACC1632,TRIP014,2024-02-06 07:27:30,1230,2.7677,-0.03,9.7481,5.0,19.0981,72.8334
ACC1633,TRIP014,2024-02-06 07:27:45,1245,0.293,-2.9842,9.6378,0.0,19.0981,72.8334
ACC1634,TRIP014,2024-02-06 07:28:00,1260,0.0136,-1.8104,9.6968,0.0,19.0981,72.8334
ACC1635,TRIP014,2024-02-06 07:28:15,1275,0.3802,-3.1292,9.6546,0.0,19.0981,72.8334
ACC1636,TRIP014,2024-02-06 07:28:30,1290,-0.1036,0.0707,9.8447,10.0,19.0982,72.8337
ACC1637,TRIP014,2024-02-06 07:28:45,1305,0.2572,0.3113,9.6111,11.7,19.0986,72.8335
ACC1638,TRIP014,2024-02-06 07:29:00,1320,0.1369,-0.2183,9.749,10.0,19.0986,72.8334
ACC1639,TRIP014,2024-02-06 07:29:15,1335,0.0597,-0.0968,9.6019,10.0,19.0987,72.8333
ACC1640,TRIP014,2024-02-06 07:29:30,1350,0.1842,-0.161,9.8428,10.0,19.0988,72.8334
ACC1641,TRIP014,2024-02-06 07:29:45,1365,-0.0537,-0.1385,9.709,12.2,19.0989,72.8333
ACC1642,TRIP014,2024-02-06 07:30:00,1380,-0.1112,0.2921,9.7225,10.2,19.0991,72.8336
ACC1643,TRIP014,2024-02-06 07:30:15,1395,-0.0449,-0.206,9.7956,10.0,19.0991,72.8337
ACC1644,TRIP014,2024-02-06 07:30:30,1410,-0.2215,0.1068,9.7926,10.0,19.099,72.8336
ACC1645,TRIP014,2024-02-06 07:30:45,1425,-0.1235,0.3706,9.7995,10.0,19.0988,72.8334
ACC1646,TRIP014,2024-02-06 07:31:00,1440,-0.0156,-0.079,9.791,10.0,19.0991,72.8335
ACC1647,TRIP014,2024-02-06 07:31:15,1455,0.02,0.0137,9.6971,12.8,19.0991,72.8339
ACC1648,TRIP014,2024-02-06 07:31:30,1470,-0.291,-0.0203,9.7291,10.2,19.0993,72.8343
ACC1649,TRIP014,2024-02-06 07:31:45,1485,-0.2918,0.2415,9.7115,12.9,19.0992,72.8346
ACC1650,TRIP014,2024-02-06 07:32:00,1500,-0.2015,0.2496,9.619,15.9,19.0991,72.8343
ACC1651,TRIP014,2024-02-06 07:32:15,1515,-0.0685,0.202,9.612,14.3,19.0989,72.8344
ACC1652,TRIP014,2024-02-06 07:32:30,1530,-0.0789,-0.1882,9.7285,14.6,19.0994,72.8345
ACC1653,TRIP014,2024-02-06 07:32:45,1545,0.1055,-0.0566,9.6764,16.1,19.0999,72.834
ACC1654,TRIP014,2024-02-06 07:33:00,1560,0.038,-0.0389,9.8444,11.4,19.0996,72.8337
ACC1655,TRIP015,2024-02-06 07:42:00,0,-0.1762,0.1316,9.7613,10.0,19.0976,72.8548
ACC1656,TRIP015,2024-02-06 07:42:15,15,-0.2924,0.0343,9.8003,11.9,19.098,72.8547
ACC1657,TRIP015,2024-02-06 07:42:30,30,0.196,-0.1961,9.7787,10.0,19.0982,72.855
ACC1658,TRIP015,2024-02-06 07:42:45,45,-0.1623,-0.1555,9.6089,10.0,19.0985,72.8549
ACC1659,TRIP015,2024-02-06 07:43:00,60,-0.0207,-3.3695,9.7263,0.0,19.0985,72.8549
ACC1660,TRIP015,2024-02-06 07:43:15,75,0.0281,-3.2044,9.5165,0.0,19.0985,72.8549
ACC1661,TRIP015,2024-02-06 07:43:30,90,0.042,-3.9657,9.6716,0.0,19.0985,72.8549
ACC1662,TRIP015,2024-02-06 07:43:45,105,0.1883,-2.2314,9.642,0.0,19.0985,72.8549
ACC1663,TRIP015,2024-02-06 07:44:00,120,-0.0194,0.0485,9.7981,0.0,19.0985,72.8549
ACC1664,TRIP015,2024-02-06 07:44:15,135,0.004,0.0464,9.821,0.0,19.0985,72.8549
ACC1665,TRIP015,2024-02-06 07:44:30,150,0.0057,-0.0274,9.795,0.0,19.0985,72.8549
ACC1666,TRIP015,2024-02-06 07:44:45,165,0.0382,-0.029,9.7672,0.0,19.0985,72.8549
ACC1667,TRIP015,2024-02-06 07:45:00,180,0.0057,-0.0288,9.7646,0.0,19.0985,72.8549
ACC1668,TRIP015,2024-02-06 07:45:15,195,0.0788,0.1372,9.7395,10.0,19.0988,72.8549
ACC1669,TRIP015,2024-02-06 07:45:30,210,-0.2933,-0.3331,9.6739,11.8,19.0988,72.8548
ACC1670,TRIP015,2024-02-06 07:45:45,225,0.0062,-0.3621,9.7206,12.7,19.0989,72.8544
ACC1671,TRIP015,2024-02-06 07:46:00,240,0.0849,-0.244,9.6773,12.2,19.0991,72.8547
ACC1672,TRIP015,2024-02-06 07:46:15,255,-0.1906,-0.104,9.8039,10.0,19.0994,72.8546
ACC1673,TRIP015,2024-02-06 07:46:30,270,-0.0375,-0.3404,9.6049,12.7,19.0998,72.8547
ACC1674,TRIP015,2024-02-06 07:46:45,285,-0.2458,0.2726,9.8483,15.2,19.0996,72.8542
ACC1675,TRIP015,2024-02-06 07:47:00,300,0.025,-0.3195,9.7535,13.5,19.0994,72.8545
ACC1676,TRIP015,2024-02-06 07:47:15,315,-0.1235,-0.2873,9.7336,15.1,19.0993,72.8546
ACC1677,TRIP015,2024-02-06 07:47:30,330,0.0224,-2.8121,9.6395,8.5,19.0994,72.8548
ACC1678,TRIP015,2024-02-06 07:47:45,345,-0.057,-3.2014,9.711,2.8,19.0993,72.8549
ACC1679,TRIP015,2024-02-06 07:48:00,360,0.0758,-3.7217,9.7358,0.0,19.0993,72.8549
ACC1680,TRIP015,2024-02-06 07:48:15,375,0.3822,-2.7827,9.5015,0.0,19.0993,72.8549
ACC1681,TRIP015,2024-02-06 07:48:30,390,-0.2886,-3.8398,9.6152,0.0,19.0993,72.8549
ACC1682,TRIP015,2024-02-06 07:48:45,405,0.2272,-3.7875,9.6682,0.0,19.0993,72.8549
ACC1683,TRIP015,2024-02-06 07:49:00,420,0.0868,-2.6971,9.735,0.0,19.0993,72.8549
ACC1684,TRIP015,2024-02-06 07:49:15,435,-0.1885,-2.3909,9.5666,0.0,19.0993,72.8549
ACC1685,TRIP015,2024-02-06 07:49:30,450,-0.1651,-2.9306,9.7088,0.0,19.0993,72.8549
ACC1686,TRIP015,2024-02-06 07:49:45,465,-2.888,0.3985,9.682,5.0,19.0991,72.8549
ACC1687,TRIP015,2024-02-06 07:50:00,480,-1.9177,0.3645,9.7984,5.0,19.0991,72.8548
ACC1688,TRIP015,2024-02-06 07:50:15,495,-1.7414,-0.2382,9.6905,5.0,19.0992,72.855
ACC1689,TRIP015,2024-02-06 07:50:30,510,0.2587,0.2179,9.6016,10.0,19.0995,72.855
ACC1690,TRIP015,2024-02-06 07:50:45,525,-0.0217,0.2458,9.8453,10.0,19.0991,72.8548
ACC1691,TRIP015,2024-02-06 07:51:00,540,0.1485,-0.3651,9.6907,10.9,19.0989,72.8547
ACC1692,TRIP015,2024-02-06 07:51:15,555,-0.2972,-0.0129,9.8265,12.8,19.099,72.8549
ACC1693,TRIP015,2024-02-06 07:51:30,570,0.0444,-0.1502,9.7778,14.8,19.0992,72.8553
ACC1694,TRIP015,2024-02-06 07:51:45,585,0.0571,-0.1768,9.7181,13.1,19.0996,72.8551
ACC1695,TRIP015,2024-02-06 07:52:00,600,0.0746,0.1768,9.8314,10.8,19.0999,72.8548
ACC1696,TRIP015,2024-02-06 07:52:15,615,0.1648,0.1312,9.7008,10.0,19.0998,72.8545
ACC1697,TRIP015,2024-02-06 07:52:30,630,-0.172,0.3053,9.7977,11.1,19.0994,72.8548
ACC1698,TRIP015,2024-02-06 07:52:45,645,-0.0313,0.0706,9.6548,14.0,19.0993,72.8551
ACC1699,TRIP015,2024-02-06 07:53:00,660,0.0252,-0.2438,9.6759,15.3,19.099,72.8549
ACC1700,TRIP015,2024-02-06 07:53:15,675,-0.2682,0.253,9.8318,17.8,19.0991,72.8547
ACC1701,TRIP015,2024-02-06 07:53:30,690,-0.0987,-0.336,9.8402,19.0,19.0989,72.8546
ACC1702,TRIP015,2024-02-06 07:53:45,705,-0.1143,-0.378,9.8475,17.9,19.0983,72.8548
