accel_id,driver_id,trip_id,timestamp,accel_x,accel_y,accel_z,driving_state
ACC001647,DRV003,DRV003_T01,2024-02-06 07:18:00,-0.01,-0.0261,-0.0332,cruising
ACC001648,DRV003,DRV003_T01,2024-02-06 07:18:15,-0.1144,-0.3163,-0.0606,cruising
ACC001649,DRV003,DRV003_T01,2024-02-06 07:18:30,-0.2402,0.196,-0.1256,cruising
ACC001650,DRV003,DRV003_T01,2024-02-06 07:18:45,0.18,0.1614,0.067,cruising
ACC001651,DRV003,DRV003_T01,2024-02-06 07:19:00,-0.1581,-0.3593,0.0493,cruising
ACC001652,DRV003,DRV003_T01,2024-02-06 07:19:15,-0.2768,-0.0885,0.1107,cruising
ACC001653,DRV003,DRV003_T01,2024-02-06 07:19:30,0.1767,-3.5471,-0.106,braking
ACC001654,DRV003,DRV003_T01,2024-02-06 07:19:45,-0.2661,-3.2872,0.0303,braking
ACC001655,DRV003,DRV003_T01,2024-02-06 07:20:00,0.0412,-2.87,0.037,braking
ACC001656,DRV003,DRV003_T01,2024-02-06 07:20:15,0.2754,-2.1734,-0.0484,braking
ACC001657,DRV003,DRV003_T01,2024-02-06 07:20:30,0.0869,-2.0001,0.1869,braking
ACC001658,DRV003,DRV003_T01,2024-02-06 07:20:45,-0.2852,-3.9663,-0.0646,braking
ACC001659,DRV003,DRV003_T01,2024-02-06 07:21:00,-0.1042,-3.5436,0.0455,braking
ACC001660,DRV003,DRV003_T01,2024-02-06 07:21:15,0.2511,-0.3872,0.125,cruising
ACC001661,DRV003,DRV003_T01,2024-02-06 07:21:30,0.2044,-0.367,0.0167,cruising
ACC001662,DRV003,DRV003_T01,2024-02-06 07:21:45,0.193,0.1503,0.089,cruising
ACC001663,DRV003,DRV003_T01,2024-02-06 07:22:00,0.2571,0.1359,-0.0943,cruising
ACC001664,DRV003,DRV003_T01,2024-02-06 07:22:15,-0.1094,0.3474,0.1443,cruising
ACC001665,DRV003,DRV003_T01,2024-02-06 07:22:30,0.2069,0.2352,0.0967,cruising
ACC001666,DRV003,DRV003_T01,2024-02-06 07:22:45,0.2348,-0.2374,-0.131,cruising
ACC001667,DRV003,DRV003_T01,2024-02-06 07:23:00,-0.2614,3.2315,0.1551,accelerating
ACC001668,DRV003,DRV003_T01,2024-02-06 07:23:15,-0.0792,2.2607,0.1875,accelerating
ACC001669,DRV003,DRV003_T01,2024-02-06 07:23:30,-0.1449,2.2891,-0.115,accelerating
ACC001670,DRV003,DRV003_T01,2024-02-06 07:23:45,-0.1247,1.7523,0.1403,accelerating
ACC001671,DRV003,DRV003_T01,2024-02-06 07:24:00,0.2193,3.2925,0.1225,accelerating
ACC001672,DRV003,DRV003_T01,2024-02-06 07:24:15,0.0823,1.8908,0.1998,accelerating
ACC001673,DRV003,DRV003_T01,2024-02-06 07:24:30,0.2031,-0.2498,-0.0355,bumpy
ACC001674,DRV003,DRV003_T01,2024-02-06 07:24:45,0.2118,0.1458,1.4643,bumpy
ACC001675,DRV003,DRV003_T01,2024-02-06 07:25:00,0.3008,-0.3515,2.4123,bumpy
ACC001676,DRV003,DRV003_T01,2024-02-06 07:25:15,-0.3691,0.2495,0.2309,bumpy
ACC001677,DRV003,DRV003_T01,2024-02-06 07:25:30,-0.1144,0.2938,-3.2257,bumpy
ACC001678,DRV003,DRV003_T01,2024-02-06 07:25:45,-0.0444,-0.0256,0.0262,idle
ACC001679,DRV003,DRV003_T01,2024-02-06 07:26:00,-0.023,0.0218,-0.0266,idle
ACC001680,DRV003,DRV003_T02,2024-02-06 07:29:00,0.2725,-0.283,-0.1394,cruising
ACC001681,DRV003,DRV003_T02,2024-02-06 07:29:15,0.0023,0.1669,0.0525,cruising
ACC001682,DRV003,DRV003_T02,2024-02-06 07:29:30,-0.2719,-0.317,0.062,cruising
ACC001683,DRV003,DRV003_T02,2024-02-06 07:29:45,0.0374,-0.0251,-0.081,cruising
ACC001684,DRV003,DRV003_T02,2024-02-06 07:30:00,0.2346,-0.3984,-0.1101,cruising
ACC001685,DRV003,DRV003_T02,2024-02-06 07:30:15,-0.1328,0.0648,0.0032,cruising
ACC001686,DRV003,DRV003_T02,2024-02-06 07:30:30,-0.0185,-0.1227,-0.1126,cruising
ACC001687,DRV003,DRV003_T02,2024-02-06 07:30:45,0.1587,0.3776,0.036,cruising
ACC001688,DRV003,DRV003_T02,2024-02-06 07:31:00,-0.0494,0.2784,0.113,cruising
ACC001689,DRV003,DRV003_T02,2024-02-06 07:31:15,0.3477,-3.2162,0.1124,braking
ACC001690,DRV003,DRV003_T02,2024-02-06 07:31:30,0.195,-2.305,-0.1253,braking
ACC001691,DRV003,DRV003_T02,2024-02-06 07:31:45,0.1142,0.0951,2.6215,bumpy
ACC001692,DRV003,DRV003_T02,2024-02-06 07:32:00,0.1554,0.1662,0.6996,bumpy
ACC001693,DRV003,DRV003_T02,2024-02-06 07:32:15,0.0547,0.1973,0.7036,bumpy
ACC001694,DRV003,DRV003_T02,2024-02-06 07:32:30,-0.2542,-0.1241,2.8126,bumpy
ACC001695,DRV003,DRV003_T02,2024-02-06 07:32:45,-0.1609,0.0744,-0.0081,cruising
ACC001696,DRV003,DRV003_T02,2024-02-06 07:33:00,0.0062,0.0593,-0.0717,cruising
ACC001697,DRV003,DRV003_T02,2024-02-06 07:33:15,-0.1468,-0.0648,0.0126,cruising
ACC001698,DRV003,DRV003_T02,2024-02-06 07:33:30,-0.1388,-0.0652,0.0077,cruising
ACC001699,DRV003,DRV003_T02,2024-02-06 07:33:45,0.1384,0.1895,0.0995,cruising
ACC001700,DRV003,DRV003_T02,2024-02-06 07:34:00,-0.2705,-0.2027,0.0031,cruising
ACC001701,DRV003,DRV003_T02,2024-02-06 07:34:15,0.2393,-0.3465,0.4442,bumpy
ACC001702,DRV003,DRV003_T02,2024-02-06 07:34:30,-0.118,0.2653,1.1468,bumpy
ACC001703,DRV003,DRV003_T02,2024-02-06 07:34:45,0.0346,-0.32,0.1635,bumpy
ACC001704,DRV003,DRV003_T02,2024-02-06 07:35:00,0.1006,0.0769,-0.1221,cruising
ACC001705,DRV003,DRV003_T02,2024-02-06 07:35:15,-0.167,0.2843,0.1298,cruising
ACC001706,DRV003,DRV003_T02,2024-02-06 07:35:30,-0.0873,0.3714,-0.0013,cruising
ACC001707,DRV003,DRV003_T02,2024-02-06 07:35:45,0.2751,0.3252,-0.0152,cruising
ACC001708,DRV003,DRV003_T02,2024-02-06 07:36:00,-0.2898,0.382,0.1207,cruising
ACC001709,DRV003,DRV003_T02,2024-02-06 07:36:15,0.2653,-0.128,-0.1415,cruising
ACC001710,DRV003,DRV003_T02,2024-02-06 07:36:30,0.0774,-0.1927,0.0424,cruising
ACC001711,DRV003,DRV003_T02,2024-02-06 07:36:45,-0.1333,0.0603,-0.0642,cruising
ACC001712,DRV003,DRV003_T02,2024-02-06 07:37:00,-0.2598,-0.124,0.1237,cruising
ACC001713,DRV003,DRV003_T02,2024-02-06 07:37:15,0.1214,0.1757,-0.1029,cruising
ACC001714,DRV003,DRV003_T02,2024-02-06 07:37:30,-0.2414,-0.3403,0.0855,cruising
ACC001715,DRV003,DRV003_T02,2024-02-06 07:37:45,-0.0407,0.2589,-0.1429,cruising
ACC001716,DRV003,DRV003_T02,2024-02-06 07:38:00,-0.2187,-0.3296,0.145,cruising
ACC001717,DRV003,DRV003_T02,2024-02-06 07:38:15,0.2288,0.1831,-0.0098,cruising
ACC001718,DRV003,DRV003_T02,2024-02-06 07:38:30,-0.2652,0.0579,0.1429,cruising
ACC001719,DRV003,DRV003_T02,2024-02-06 07:38:45,-0.0201,0.0552,0.0154,cruising
ACC001720,DRV003,DRV003_T02,2024-02-06 07:39:00,0.2095,-0.2771,-0.0569,cruising
ACC001721,DRV003,DRV003_T02,2024-02-06 07:39:15,-0.0809,-0.2386,-0.0494,cruising
ACC001722,DRV003,DRV003_T02,2024-02-06 07:39:30,-0.0428,0.0406,0.1095,cruising
ACC001723,DRV003,DRV003_T02,2024-02-06 07:39:45,0.2064,-0.2294,0.0098,cruising
ACC001724,DRV003,DRV003_T02,2024-02-06 07:40:00,0.2037,-2.2174,0.2123,braking
ACC001725,DRV003,DRV003_T02,2024-02-06 07:40:15,0.0608,-2.8413,-0.1182,braking
ACC001726,DRV003,DRV003_T02,2024-02-06 07:40:30,-0.2676,-3.6778,-0.2227,braking
ACC001727,DRV003,DRV003_T02,2024-02-06 07:40:45,0.3987,-2.169,-0.1899,braking
ACC001728,DRV003,DRV003_T02,2024-02-06 07:41:00,0.0582,-0.2463,0.1216,cruising
ACC001729,DRV003,DRV003_T02,2024-02-06 07:41:15,0.1191,0.2231,0.1434,cruising
ACC001730,DRV003,DRV003_T02,2024-02-06 07:41:30,-0.1123,0.0611,-0.1489,cruising
ACC001731,DRV003,DRV003_T02,2024-02-06 07:41:45,-0.2323,0.3898,0.0745,cruising
ACC001732,DRV003,DRV003_T02,2024-02-06 07:42:00,0.0369,0.1164,-0.1364,cruising
ACC001733,DRV003,DRV003_T02,2024-02-06 07:42:15,0.2985,0.1806,0.1393,cruising
ACC001734,DRV003,DRV003_T02,2024-02-06 07:42:30,-0.0157,0.1382,0.0919,cruising
ACC001735,DRV003,DRV003_T02,2024-02-06 07:42:45,-0.1783,-0.0453,-0.087,cruising
ACC001736,DRV003,DRV003_T02,2024-02-06 07:43:00,-0.1191,-0.306,0.0828,cruising
ACC001737,DRV003,DRV003_T02,2024-02-06 07:43:15,-0.1317,0.1874,0.0691,cruising
ACC001738,DRV003,DRV003_T02,2024-02-06 07:43:30,-1.9045,-0.0399,-0.1984,sharp_turn
ACC001739,DRV003,DRV003_T02,2024-02-06 07:43:45,-2.3012,-0.1934,-0.0584,sharp_turn
ACC001740,DRV003,DRV003_T02,2024-02-06 07:44:00,2.5226,0.0641,-0.1678,sharp_turn
ACC001741,DRV003,DRV003_T02,2024-02-06 07:44:15,-2.9366,0.0446,0.1069,sharp_turn
ACC001742,DRV003,DRV003_T02,2024-02-06 07:44:30,2.0122,-0.2742,-0.1652,sharp_turn
ACC001743,DRV003,DRV003_T02,2024-02-06 07:44:45,2.4767,-0.3584,0.0577,sharp_turn
ACC001744,DRV003,DRV003_T02,2024-02-06 07:45:00,0.1653,-0.1977,-0.1442,cruising
ACC001745,DRV003,DRV003_T02,2024-02-06 07:45:15,-0.1504,-0.4,-0.1366,cruising
ACC001746,DRV003,DRV003_T02,2024-02-06 07:45:30,-0.2993,0.3772,-0.0314,cruising
ACC001747,DRV003,DRV003_T02,2024-02-06 07:45:45,-0.0391,0.1894,-0.056,cruising
ACC001748,DRV003,DRV003_T02,2024-02-06 07:46:00,0.0399,-0.0338,0.0788,idle
ACC001749,DRV003,DRV003_T02,2024-02-06 07:46:15,-0.0265,0.0035,-0.0778,idle
ACC001750,DRV003,DRV003_T02,2024-02-06 07:46:30,0.0067,-0.0262,0.0762,idle
ACC001751,DRV003,DRV003_T02,2024-02-06 07:46:45,-0.0424,-0.0318,0.0141,idle
ACC001752,DRV003,DRV003_T02,2024-02-06 07:47:00,0.2241,-0.0434,0.0473,cruising
ACC001753,DRV003,DRV003_T02,2024-02-06 07:47:15,0.1665,-0.2434,0.0893,cruising
ACC001754,DRV003,DRV003_T02,2024-02-06 07:47:30,0.1145,0.2366,-0.0796,cruising
ACC001755,DRV003,DRV003_T02,2024-02-06 07:47:45,0.13,-0.3355,0.1455,cruising
ACC001756,DRV003,DRV003_T02,2024-02-06 07:48:00,0.1948,0.155,0.1084,cruising
ACC001757,DRV003,DRV003_T02,2024-02-06 07:48:15,0.1402,0.196,0.0854,cruising
ACC001758,DRV003,DRV003_T02,2024-02-06 07:48:30,0.1917,2.7025,0.1846,accelerating
ACC001759,DRV003,DRV003_T02,2024-02-06 07:48:45,-0.0774,2.4561,0.1178,accelerating
ACC001760,DRV003,DRV003_T02,2024-02-06 07:49:00,-0.0027,2.4079,0.108,accelerating
ACC001761,DRV003,DRV003_T02,2024-02-06 07:49:15,0.0164,1.6207,0.0016,accelerating
ACC001762,DRV003,DRV003_T02,2024-02-06 07:49:30,0.1729,2.1119,-0.0663,accelerating
ACC001763,DRV003,DRV003_T02,2024-02-06 07:49:45,-0.0783,2.2145,-0.0333,accelerating
ACC001764,DRV003,DRV003_T02,2024-02-06 07:50:00,0.2778,0.014,0.0192,cruising
ACC001765,DRV003,DRV003_T02,2024-02-06 07:50:15,-0.1119,0.2539,0.0807,cruising
ACC001766,DRV003,DRV003_T02,2024-02-06 07:50:30,0.1662,-0.3574,0.0381,cruising
ACC001767,DRV003,DRV003_T02,2024-02-06 07:50:45,0.2888,0.1591,0.0521,cruising
ACC001768,DRV003,DRV003_T02,2024-02-06 07:51:00,0.0596,-0.073,-0.0821,cruising
ACC001769,DRV003,DRV003_T02,2024-02-06 07:51:15,0.035,-0.3948,0.1137,cruising
ACC001770,DRV003,DRV003_T02,2024-02-06 07:51:30,-0.2226,-0.071,0.1179,cruising
ACC001771,DRV003,DRV003_T02,2024-02-06 07:51:45,-0.2174,-0.222,-0.068,cruising
ACC001772,DRV003,DRV003_T02,2024-02-06 07:52:00,-0.1649,0.0746,-0.0655,cruising
ACC001773,DRV003,DRV003_T02,2024-02-06 07:52:15,0.0913,0.2646,0.0284,cruising
ACC001774,DRV003,DRV003_T02,2024-02-06 07:52:30,0.2177,0.329,-0.1394,cruising
ACC001775,DRV003,DRV003_T02,2024-02-06 07:52:45,0.0664,0.0794,-0.1032,cruising
ACC001776,DRV003,DRV003_T02,2024-02-06 07:53:00,0.0317,0.0152,-0.0795,idle
ACC001777,DRV003,DRV003_T02,2024-02-06 07:53:15,0.0246,-0.0384,-0.0004,idle
ACC001778,DRV003,DRV003_T02,2024-02-06 07:53:30,0.0181,-0.0182,0.0426,idle
ACC001779,DRV003,DRV003_T02,2024-02-06 07:53:45,-0.0415,-0.0199,0.0135,idle
ACC001780,DRV003,DRV003_T02,2024-02-06 07:54:00,0.2621,0.1102,-0.1447,cruising
ACC001781,DRV003,DRV003_T02,2024-02-06 07:54:15,-0.0257,0.2481,0.0667,cruising
ACC001782,DRV003,DRV003_T02,2024-02-06 07:54:30,-0.1931,-0.0701,-0.1165,cruising
ACC001783,DRV003,DRV003_T02,2024-02-06 07:54:45,-0.2494,-0.2583,-0.0657,cruising
ACC001784,DRV003,DRV003_T02,2024-02-06 07:55:00,-0.3868,-2.6942,-0.139,braking
ACC001785,DRV003,DRV003_T02,2024-02-06 07:55:15,-0.1985,-2.6561,0.2734,braking
ACC001786,DRV003,DRV003_T02,2024-02-06 07:55:30,-0.212,-2.9812,0.2184,braking
ACC001787,DRV003,DRV003_T02,2024-02-06 07:55:45,0.0051,-2.3339,0.1141,braking
ACC001788,DRV003,DRV003_T02,2024-02-06 07:56:00,-0.0042,-0.0178,0.041,idle
ACC001789,DRV003,DRV003_T02,2024-02-06 07:56:15,-0.0403,-0.0237,0.0772,idle
ACC001790,DRV003,DRV003_T02,2024-02-06 07:56:30,-0.1409,1.5362,0.0037,accelerating
ACC001791,DRV003,DRV003_T02,2024-02-06 07:56:45,0.2719,2.3976,0.1634,accelerating
ACC001792,DRV003,DRV003_T02,2024-02-06 07:57:00,-0.1285,0.2153,0.1084,cruising
ACC001793,DRV003,DRV003_T02,2024-02-06 07:57:15,0.1334,-0.3368,0.0894,cruising
ACC001794,DRV003,DRV003_T02,2024-02-06 07:57:30,-0.1118,-0.1681,0.0842,cruising
ACC001795,DRV003,DRV003_T02,2024-02-06 07:57:45,-0.2795,0.047,0.0984,cruising
ACC001796,DRV003,DRV003_T02,2024-02-06 07:58:00,-0.0165,-0.1764,-0.012,cruising
ACC001797,DRV003,DRV003_T02,2024-02-06 07:58:15,-0.1899,-0.1996,0.1281,cruising
ACC001798,DRV003,DRV003_T02,2024-02-06 07:58:30,-0.1353,0.1055,0.1159,cruising
ACC001799,DRV003,DRV003_T02,2024-02-06 07:58:45,-0.2278,-0.0973,-0.094,cruising
ACC001800,DRV003,DRV003_T02,2024-02-06 07:59:00,-0.2246,-0.0357,-0.1387,cruising
ACC001801,DRV003,DRV003_T02,2024-02-06 07:59:15,0.2598,-0.3425,-0.0629,cruising
ACC001802,DRV003,DRV003_T02,2024-02-06 07:59:30,0.2408,0.0797,0.1434,cruising
ACC001803,DRV003,DRV003_T02,2024-02-06 07:59:45,2.3319,-0.2922,-0.1071,sharp_turn
ACC001804,DRV003,DRV003_T02,2024-02-06 08:00:00,2.638,0.3104,-0.0718,sharp_turn
ACC001805,DRV003,DRV003_T02,2024-02-06 08:00:15,-2.0039,-0.4367,0.1363,sharp_turn
ACC001806,DRV003,DRV003_T02,2024-02-06 08:00:30,2.7547,-0.33,0.0599,sharp_turn
ACC001807,DRV003,DRV003_T02,2024-02-06 08:00:45,2.3924,-0.3984,-0.0944,sharp_turn
ACC001808,DRV003,DRV003_T02,2024-02-06 08:01:00,2.1956,-0.1219,-0.0468,sharp_turn
ACC001809,DRV003,DRV003_T02,2024-02-06 08:01:15,-1.9443,0.0267,-0.1524,sharp_turn
ACC001810,DRV003,DRV003_T02,2024-02-06 08:01:30,0.1487,0.0157,-0.1372,cruising
ACC001811,DRV003,DRV003_T02,2024-02-06 08:01:45,0.2529,-0.231,-0.0048,cruising
ACC001812,DRV003,DRV003_T02,2024-02-06 08:02:00,0.2518,0.1641,-0.0236,cruising
ACC001813,DRV003,DRV003_T02,2024-02-06 08:02:15,0.2934,-0.2284,0.0301,cruising
ACC001814,DRV003,DRV003_T02,2024-02-06 08:02:30,-0.2529,0.247,0.1215,cruising
ACC001815,DRV003,DRV003_T02,2024-02-06 08:02:45,-0.1909,0.2429,0.0335,cruising
ACC001816,DRV003,DRV003_T02,2024-02-06 08:03:00,-0.2264,-0.0483,0.1031,cruising
ACC001817,DRV003,DRV003_T02,2024-02-06 08:03:15,-0.2203,0.3531,-0.0802,cruising
ACC001818,DRV003,DRV003_T02,2024-02-06 08:03:30,0.2917,0.3916,-0.0778,cruising
ACC001819,DRV003,DRV003_T02,2024-02-06 08:03:45,-0.1611,-0.0125,-0.0026,cruising
ACC001820,DRV003,DRV003_T02,2024-02-06 08:04:00,0.2632,0.0681,0.0694,cruising
ACC001821,DRV003,DRV003_T02,2024-02-06 08:04:15,-0.2541,0.2093,-0.1348,cruising
ACC001822,DRV003,DRV003_T02,2024-02-06 08:04:30,-0.0894,0.1535,-0.0667,cruising
ACC001823,DRV003,DRV003_T02,2024-02-06 08:04:45,-0.0735,-0.362,0.1153,cruising
ACC001824,DRV003,DRV003_T02,2024-02-06 08:05:00,-0.176,-0.2274,0.0068,cruising
ACC001825,DRV003,DRV003_T02,2024-02-06 08:05:15,0.0413,-0.0181,-0.0586,idle
ACC001826,DRV003,DRV003_T02,2024-02-06 08:05:30,-0.0168,0.0275,-0.0712,idle
ACC001827,DRV003,DRV003_T02,2024-02-06 08:05:45,-0.0149,0.0371,-0.0579,idle
ACC001828,DRV003,DRV003_T02,2024-02-06 08:06:00,0.037,0.012,-0.012,idle
ACC001829,DRV003,DRV003_T02,2024-02-06 08:06:15,0.0011,-0.0118,-0.0012,idle
ACC001830,DRV003,DRV003_T02,2024-02-06 08:06:30,-0.2911,-0.2426,-0.1437,cruising
ACC001831,DRV003,DRV003_T02,2024-02-06 08:06:45,0.2445,-0.0864,-0.0893,cruising
ACC001832,DRV003,DRV003_T02,2024-02-06 08:07:00,-0.1225,0.2436,0.1165,cruising
ACC001833,DRV003,DRV003_T03,2024-02-06 08:14:00,-0.0159,0.0264,-0.0704,idle
ACC001834,DRV003,DRV003_T03,2024-02-06 08:14:15,-0.0004,-0.0296,-0.0598,idle
ACC001835,DRV003,DRV003_T03,2024-02-06 08:14:30,-0.0312,-0.0019,-0.0767,idle
ACC001836,DRV003,DRV003_T03,2024-02-06 08:14:45,-0.0335,0.0062,-0.046,idle
ACC001837,DRV003,DRV003_T03,2024-02-06 08:15:00,-0.0152,-0.0219,-0.0282,idle
ACC001838,DRV003,DRV003_T03,2024-02-06 08:15:15,-0.0463,-0.0499,-0.0785,idle
ACC001839,DRV003,DRV003_T03,2024-02-06 08:15:30,0.0153,-0.0054,-0.0763,idle
ACC001840,DRV003,DRV003_T03,2024-02-06 08:15:45,-0.2236,-0.2036,-0.1342,cruising
ACC001841,DRV003,DRV003_T03,2024-02-06 08:16:00,-0.1061,0.1832,0.13,cruising
ACC001842,DRV003,DRV003_T03,2024-02-06 08:16:15,-0.0422,0.292,-0.0864,cruising
ACC001843,DRV003,DRV003_T03,2024-02-06 08:16:30,-0.2238,-0.2561,0.134,cruising
ACC001844,DRV003,DRV003_T03,2024-02-06 08:16:45,0.1738,-0.1552,-0.1252,cruising
ACC001845,DRV003,DRV003_T03,2024-02-06 08:17:00,-0.1861,-0.3602,-0.099,cruising
ACC001846,DRV003,DRV003_T03,2024-02-06 08:17:15,-0.0482,-0.3778,-0.1022,cruising
ACC001847,DRV003,DRV003_T03,2024-02-06 08:17:30,0.0537,0.0393,-0.1261,cruising
ACC001848,DRV003,DRV003_T03,2024-02-06 08:17:45,-0.0912,0.1184,0.1418,cruising
ACC001849,DRV003,DRV003_T03,2024-02-06 08:18:00,-0.178,-0.3716,0.0126,cruising
ACC001850,DRV003,DRV003_T03,2024-02-06 08:18:15,0.1803,0.3685,0.1374,cruising
ACC001851,DRV003,DRV003_T03,2024-02-06 08:18:30,-0.2704,-3.7462,-0.1244,braking
ACC001852,DRV003,DRV003_T03,2024-02-06 08:18:45,-0.0554,-2.9773,-0.1777,braking
ACC001853,DRV003,DRV003_T03,2024-02-06 08:19:00,0.1989,-3.4155,0.1433,braking
ACC001854,DRV003,DRV003_T03,2024-02-06 08:19:15,-0.0802,-2.9383,0.1847,braking
ACC001855,DRV003,DRV003_T03,2024-02-06 08:19:30,0.1155,-2.1351,0.0251,braking
ACC001856,DRV003,DRV003_T03,2024-02-06 08:19:45,-0.3433,-3.3361,0.2692,braking
ACC001857,DRV003,DRV003_T03,2024-02-06 08:20:00,0.3171,-2.0989,0.0054,braking
ACC001858,DRV003,DRV003_T03,2024-02-06 08:20:15,-0.3058,-2.6853,-0.1374,braking
ACC001859,DRV003,DRV003_T03,2024-02-06 08:20:30,0.2373,-3.4741,0.1913,braking
ACC001860,DRV003,DRV003_T03,2024-02-06 08:20:45,-0.0042,-3.8688,-0.0362,braking
ACC001861,DRV003,DRV003_T03,2024-02-06 08:21:00,0.343,-3.0623,0.1003,braking
ACC001862,DRV003,DRV003_T03,2024-02-06 08:21:15,-2.9515,-0.1656,0.1634,sharp_turn
ACC001863,DRV003,DRV003_T03,2024-02-06 08:21:30,-1.9814,0.4051,-0.1595,sharp_turn
ACC001864,DRV003,DRV003_T03,2024-02-06 08:21:45,2.7453,0.1409,0.0858,sharp_turn
ACC001865,DRV003,DRV003_T03,2024-02-06 08:22:00,-2.8747,0.1756,0.0009,sharp_turn
ACC001866,DRV003,DRV003_T03,2024-02-06 08:22:15,1.7193,-0.0855,-0.1234,sharp_turn
ACC001867,DRV003,DRV003_T03,2024-02-06 08:22:30,1.8715,0.2096,-0.1819,sharp_turn
ACC001868,DRV003,DRV003_T03,2024-02-06 08:22:45,-1.7314,-0.0871,0.1621,sharp_turn
ACC001869,DRV003,DRV003_T03,2024-02-06 08:23:00,-2.3409,-0.4957,-0.1305,sharp_turn
ACC001870,DRV003,DRV003_T03,2024-02-06 08:23:15,-0.075,-0.1763,-0.1369,cruising
ACC001871,DRV003,DRV003_T03,2024-02-06 08:23:30,0.0163,0.0402,-0.0323,cruising
ACC001872,DRV003,DRV003_T03,2024-02-06 08:23:45,-0.1643,0.3496,0.0728,cruising
ACC001873,DRV003,DRV003_T03,2024-02-06 08:24:00,-0.1893,-0.104,-0.1347,cruising
ACC001874,DRV003,DRV003_T03,2024-02-06 08:24:15,0.0468,-0.2505,-0.0777,cruising
ACC001875,DRV003,DRV003_T03,2024-02-06 08:24:30,-0.0975,0.2066,-0.0792,cruising
ACC001876,DRV003,DRV003_T03,2024-02-06 08:24:45,-0.2185,0.2007,0.1006,cruising
ACC001877,DRV003,DRV003_T03,2024-02-06 08:25:00,-0.2145,-0.2129,-0.0542,cruising
ACC001878,DRV003,DRV003_T03,2024-02-06 08:25:15,0.002,-0.1119,-0.143,cruising
ACC001879,DRV003,DRV003_T03,2024-02-06 08:25:30,0.1967,0.3148,-0.0409,cruising
ACC001880,DRV003,DRV003_T03,2024-02-06 08:25:45,0.0128,-0.0832,0.08,cruising
ACC001881,DRV003,DRV003_T03,2024-02-06 08:26:00,-0.1808,-0.2848,-0.1215,cruising
ACC001882,DRV003,DRV003_T03,2024-02-06 08:26:15,0.2173,0.3083,-0.1164,cruising
ACC001883,DRV003,DRV003_T03,2024-02-06 08:26:30,0.1879,0.2372,0.0695,cruising
ACC001884,DRV003,DRV003_T03,2024-02-06 08:26:45,0.0382,-0.0417,-0.1252,cruising
ACC001885,DRV003,DRV003_T03,2024-02-06 08:27:00,-0.2502,-0.3659,0.1421,cruising
ACC001886,DRV003,DRV003_T03,2024-02-06 08:27:15,0.0999,-2.232,-0.1982,braking
ACC001887,DRV003,DRV003_T03,2024-02-06 08:27:30,-0.2956,-2.7301,-0.1414,braking
ACC001888,DRV003,DRV003_T03,2024-02-06 08:27:45,-0.3206,-3.088,0.0709,braking
ACC001889,DRV003,DRV003_T03,2024-02-06 08:28:00,-0.2535,-1.9683,0.1876,braking
ACC001890,DRV003,DRV003_T03,2024-02-06 08:28:15,-0.1895,-2.0556,-0.092,braking
ACC001891,DRV003,DRV003_T03,2024-02-06 08:28:30,-0.2223,-1.9215,0.2971,braking
ACC001892,DRV003,DRV003_T03,2024-02-06 08:28:45,-0.131,-2.428,0.2845,braking
ACC001893,DRV003,DRV003_T03,2024-02-06 08:29:00,0.1301,-0.3637,-0.1098,cruising
ACC001894,DRV003,DRV003_T03,2024-02-06 08:29:15,-0.156,0.1725,-0.0949,cruising
ACC001895,DRV003,DRV003_T03,2024-02-06 08:29:30,-0.2111,-0.0895,0.1162,cruising
ACC001896,DRV003,DRV003_T03,2024-02-06 08:29:45,-0.1017,-0.2428,0.0328,cruising
ACC001897,DRV003,DRV003_T03,2024-02-06 08:30:00,0.2624,-0.2253,0.0242,cruising
ACC001898,DRV003,DRV003_T03,2024-02-06 08:30:15,-0.0188,0.3955,0.1274,cruising
ACC001899,DRV003,DRV003_T03,2024-02-06 08:30:30,0.134,0.2934,-0.0714,cruising
ACC001900,DRV003,DRV003_T03,2024-02-06 08:30:45,0.0545,0.0608,-0.0477,cruising
ACC001901,DRV003,DRV003_T03,2024-02-06 08:31:00,0.0117,0.0347,-0.0017,idle
ACC001902,DRV003,DRV003_T03,2024-02-06 08:31:15,0.05,0.0183,0.0662,idle
ACC001903,DRV003,DRV003_T03,2024-02-06 08:31:30,0.0056,0.0406,0.0395,idle
ACC001904,DRV003,DRV003_T03,2024-02-06 08:31:45,0.0118,-0.006,-0.0617,idle
ACC001905,DRV003,DRV003_T03,2024-02-06 08:32:00,0.2487,-0.1925,-0.0618,cruising
ACC001906,DRV003,DRV003_T03,2024-02-06 08:32:15,-0.0759,0.1627,0.1096,cruising
ACC001907,DRV003,DRV003_T03,2024-02-06 08:32:30,-0.1972,-0.0647,-0.0121,cruising
ACC001908,DRV003,DRV003_T03,2024-02-06 08:32:45,0.0291,-0.0102,0.047,cruising
ACC001909,DRV003,DRV003_T03,2024-02-06 08:33:00,0.1138,0.1369,0.0497,cruising
ACC001910,DRV003,DRV003_T03,2024-02-06 08:33:15,-0.0773,-0.2726,-0.1193,cruising
ACC001911,DRV003,DRV003_T03,2024-02-06 08:33:30,-0.0527,0.107,-0.0833,cruising
ACC001912,DRV003,DRV003_T03,2024-02-06 08:33:45,0.2274,-0.1759,-0.0596,cruising
